# Electron neutrino-oxygen charged-current cross section 5MeV-100MeV (10^-38 cm^2/GeV)
# Based on arXiv:1807.02367 (calculations) and arXiv:1809.08398 (fit).
# log(energy in GeV)      nu_e         nu_mu      nu_tau   nu_e_bar  nu_mu_bar  nu_tau_bar

     -1.621892         9.63726e-04       0          0          0          0          0     
     -1.620591         9.90594e-04       0          0          0          0          0     
     -1.619290         1.01816e-03       0          0          0          0          0     
     -1.617989         1.04645e-03       0          0          0          0          0     
     -1.616688         1.07546e-03       0          0          0          0          0     
     -1.615387         1.10521e-03       0          0          0          0          0     
     -1.614086         1.13571e-03       0          0          0          0          0     
     -1.612785         1.16698e-03       0          0          0          0          0     
     -1.611484         1.19904e-03       0          0          0          0          0     
     -1.610183         1.23189e-03       0          0          0          0          0     
     -1.608882         1.26555e-03       0          0          0          0          0     
     -1.607581         1.30003e-03       0          0          0          0          0     
     -1.606280         1.33536e-03       0          0          0          0          0     
     -1.604979         1.37154e-03       0          0          0          0          0     
     -1.603678         1.40858e-03       0          0          0          0          0     
     -1.602377         1.44651e-03       0          0          0          0          0     
     -1.601076         1.48534e-03       0          0          0          0          0     
     -1.599775         1.52509e-03       0          0          0          0          0     
     -1.598474         1.56576e-03       0          0          0          0          0     
     -1.597173         1.60738e-03       0          0          0          0          0     
     -1.595872         1.64996e-03       0          0          0          0          0     
     -1.594571         1.69352e-03       0          0          0          0          0     
     -1.593270         6.63682e+01       0          0          0          0          0     
     -1.591969         1.79051e-03       0          0          0          0          0     
     -1.590668         1.83321e-03       0          0          0          0          0     
     -1.589367         1.88016e-03       0          0          0          0          0     
     -1.588066         1.92868e-03       0          0          0          0          0     
     -1.586765         1.97845e-03       0          0          0          0          0     
     -1.585463         2.02939e-03       0          0          0          0          0     
     -1.584162         2.08150e-03       0          0          0          0          0     
     -1.582861         2.13477e-03       0          0          0          0          0     
     -1.581560         2.18922e-03       0          0          0          0          0     
     -1.580259         2.24487e-03       0          0          0          0          0     
     -1.578958         2.30172e-03       0          0          0          0          0     
     -1.577657         2.35979e-03       0          0          0          0          0     
     -1.576356         2.41911e-03       0          0          0          0          0     
     -1.575055         2.47969e-03       0          0          0          0          0     
     -1.573754         2.54154e-03       0          0          0          0          0     
     -1.572453         2.60470e-03       0          0          0          0          0     
     -1.571152         2.66917e-03       0          0          0          0          0     
     -1.569851         2.73499e-03       0          0          0          0          0     
     -1.568550         2.80216e-03       0          0          0          0          0     
     -1.567249         2.87070e-03       0          0          0          0          0     
     -1.565948         2.94065e-03       0          0          0          0          0     
     -1.564647         3.01201e-03       0          0          0          0          0     
     -1.563346         3.08481e-03       0          0          0          0          0     
     -1.562045         3.15908e-03       0          0          0          0          0     
     -1.560744         3.23482e-03       0          0          0          0          0     
     -1.559443         3.31207e-03       0          0          0          0          0     
     -1.558142         3.39084e-03       0          0          0          0          0     
     -1.556841         3.47115e-03       0          0          0          0          0     
     -1.555540         3.55303e-03       0          0          0          0          0     
     -1.554239         3.63650e-03       0          0          0          0          0     
     -1.552938         3.72158e-03       0          0          0          0          0     
     -1.551637         3.80830e-03       0          0          0          0          0     
     -1.550336         3.89667e-03       0          0          0          0          0     
     -1.549035         3.98672e-03       0          0          0          0          0     
     -1.547734         4.07847e-03       0          0          0          0          0     
     -1.546433         4.17195e-03       0          0          0          0          0     
     -1.545132         4.26717e-03       0          0          0          0          0     
     -1.543831         4.36417e-03       0          0          0          0          0     
     -1.542530         4.46296e-03       0          0          0          0          0     
     -1.541228         4.56357e-03       0          0          0          0          0     
     -1.539927         4.66603e-03       0          0          0          0          0     
     -1.538626         4.77035e-03       0          0          0          0          0     
     -1.537325         4.87656e-03       0          0          0          0          0     
     -1.536024         4.98469e-03       0          0          0          0          0     
     -1.534723         5.09476e-03       0          0          0          0          0     
     -1.533422         5.20680e-03       0          0          0          0          0     
     -1.532121         8.15044e-03       0          0          0          0          0     
     -1.530820         5.61677e-03       0          0          0          0          0     
     -1.529519         5.67687e-03       0          0          0          0          0     
     -1.528218         5.78551e-03       0          0          0          0          0     
     -1.526917         5.90730e-03       0          0          0          0          0     
     -1.525616         6.03576e-03       0          0          0          0          0     
     -1.524315         6.16890e-03       0          0          0          0          0     
     -1.523014         6.30591e-03       0          0          0          0          0     
     -1.521713         6.44641e-03       0          0          0          0          0     
     -1.520412         6.59023e-03       0          0          0          0          0     
     -1.519111         6.73727e-03       0          0          0          0          0     
     -1.517810         6.88750e-03       0          0          0          0          0     
     -1.516509         7.04091e-03       0          0          0          0          0     
     -1.515208         7.19749e-03       0          0          0          0          0     
     -1.513907         7.35727e-03       0          0          0          0          0     
     -1.512606         7.52028e-03       0          0          0          0          0     
     -1.511305         7.68654e-03       0          0          0          0          0     
     -1.510004         7.85609e-03       0          0          0          0          0     
     -1.508703         8.02897e-03       0          0          0          0          0     
     -1.507402         8.20521e-03       0          0          0          0          0     
     -1.506101         8.38485e-03       0          0          0          0          0     
     -1.504800         8.56795e-03       0          0          0          0          0     
     -1.503499         8.75454e-03       0          0          0          0          0     
     -1.502198         8.94466e-03       0          0          0          0          0     
     -1.500897         9.13837e-03       0          0          0          0          0     
     -1.499596         9.33570e-03       0          0          0          0          0     
     -1.498294         9.53671e-03       0          0          0          0          0     
     -1.496993         9.74143e-03       0          0          0          0          0     
     -1.495692         9.94993e-03       0          0          0          0          0     
     -1.494391         1.01622e-02       0          0          0          0          0     
     -1.493090         1.03784e-02       0          0          0          0          0     
     -1.491789         1.05985e-02       0          0          0          0          0     
     -1.490488         1.08226e-02       0          0          0          0          0     
     -1.489187         1.10507e-02       0          0          0          0          0     
     -1.487886         1.12828e-02       0          0          0          0          0     
     -1.486585         1.15190e-02       0          0          0          0          0     
     -1.485284         1.17595e-02       0          0          0          0          0     
     -1.483983         1.20041e-02       0          0          0          0          0     
     -1.482682         1.22530e-02       0          0          0          0          0     
     -1.481381         1.25062e-02       0          0          0          0          0     
     -1.480080         1.27638e-02       0          0          0          0          0     
     -1.478779         1.30259e-02       0          0          0          0          0     
     -1.477478         1.32924e-02       0          0          0          0          0     
     -1.476177         1.35634e-02       0          0          0          0          0     
     -1.474876         1.38391e-02       0          0          0          0          0     
     -1.473575         1.41193e-02       0          0          0          0          0     
     -1.472274         1.44043e-02       0          0          0          0          0     
     -1.470973         1.46940e-02       0          0          0          0          0     
     -1.469672         1.49886e-02       0          0          0          0          0     
     -1.468371         1.52880e-02       0          0          0          0          0     
     -1.467070         1.55923e-02       0          0          0          0          0     
     -1.465769         1.59016e-02       0          0          0          0          0     
     -1.464468         1.62159e-02       0          0          0          0          0     
     -1.463167         1.65353e-02       0          0          0          0          0     
     -1.461866         1.68599e-02       0          0          0          0          0     
     -1.460565         1.71896e-02       0          0          0          0          0     
     -1.459264         1.75247e-02       0          0          0          0          0     
     -1.457963         1.78650e-02       0          0          0          0          0     
     -1.456662         1.82107e-02       0          0          0          0          0     
     -1.455360         1.85619e-02       0          0          0          0          0     
     -1.454059         1.89186e-02       0          0          0          0          0     
     -1.452758         1.92808e-02       0          0          0          0          0     
     -1.451457         1.96487e-02       0          0          0          0          0     
     -1.450156         2.00222e-02       0          0          0          0          0     
     -1.448855         2.04015e-02       0          0          0          0          0     
     -1.447554         2.07865e-02       0          0          0          0          0     
     -1.446253         2.11775e-02       0          0          0          0          0     
     -1.444952         2.15743e-02       0          0          0          0          0     
     -1.443651         2.19772e-02       0          0          0          0          0     
     -1.442350         2.23861e-02       0          0          0          0          0     
     -1.441049         2.28011e-02       0          0          0          0          0     
     -1.439748         2.32223e-02       0          0          0          0          0     
     -1.438447         2.36498e-02       0          0          0          0          0     
     -1.437146         2.40835e-02       0          0          0          0          0     
     -1.435845         2.45236e-02       0          0          0          0          0     
     -1.434544         2.49702e-02       0          0          0          0          0     
     -1.433243         2.54232e-02       0          0          0          0          0     
     -1.431942         2.58828e-02       0          0          0          0          0     
     -1.430641         2.63491e-02       0          0          0          0          0     
     -1.429340         2.68220e-02       0          0          0          0          0     
     -1.428039         2.73017e-02       0          0          0          0          0     
     -1.426738         2.77883e-02       0          0          0          0          0     
     -1.425437         2.82817e-02       0          0          0          0          0     
     -1.424136         2.87821e-02       0          0          0          0          0     
     -1.422835         2.92896e-02       0          0          0          0          0     
     -1.421534         2.98041e-02       0          0          0          0          0     
     -1.420233         3.03258e-02       0          0          0          0          0     
     -1.418932         3.08548e-02       0          0          0          0          0     
     -1.417631         3.13911e-02       0          0          0          0          0     
     -1.416330         3.19347e-02       0          0          0          0          0     
     -1.415029         3.24859e-02       0          0          0          0          0     
     -1.413728         3.30445e-02       0          0          0          0          0     
     -1.412427         3.36107e-02       0          0          0          0          0     
     -1.411125         3.41846e-02       0          0          0          0          0     
     -1.409824         3.47663e-02       0          0          0          0          0     
     -1.408523         3.53557e-02       0          0          0          0          0     
     -1.407222         3.59530e-02       0          0          0          0          0     
     -1.405921         3.65583e-02       0          0          0          0          0     
     -1.404620         3.71716e-02       0          0          0          0          0     
     -1.403319         3.77931e-02       0          0          0          0          0     
     -1.402018         3.84227e-02       0          0          0          0          0     
     -1.400717         3.90605e-02       0          0          0          0          0     
     -1.399416         3.97067e-02       0          0          0          0          0     
     -1.398115         4.03613e-02       0          0          0          0          0     
     -1.396814         4.10243e-02       0          0          0          0          0     
     -1.395513         4.16959e-02       0          0          0          0          0     
     -1.394212         4.23762e-02       0          0          0          0          0     
     -1.392911         4.30651e-02       0          0          0          0          0     
     -1.391610         4.37629e-02       0          0          0          0          0     
     -1.390309         4.44694e-02       0          0          0          0          0     
     -1.389008         4.51850e-02       0          0          0          0          0     
     -1.387707         4.59095e-02       0          0          0          0          0     
     -1.386406         4.66432e-02       0          0          0          0          0     
     -1.385105         4.73860e-02       0          0          0          0          0     
     -1.383804         4.81381e-02       0          0          0          0          0     
     -1.382503         4.88996e-02       0          0          0          0          0     
     -1.381202         4.96704e-02       0          0          0          0          0     
     -1.379901         5.04508e-02       0          0          0          0          0     
     -1.378600         5.12407e-02       0          0          0          0          0     
     -1.377299         5.20403e-02       0          0          0          0          0     
     -1.375998         5.28496e-02       0          0          0          0          0     
     -1.374697         5.36688e-02       0          0          0          0          0     
     -1.373396         5.44979e-02       0          0          0          0          0     
     -1.372095         5.53369e-02       0          0          0          0          0     
     -1.370794         5.61861e-02       0          0          0          0          0     
     -1.369493         5.70454e-02       0          0          0          0          0     
     -1.368191         5.79149e-02       0          0          0          0          0     
     -1.366890         5.87948e-02       0          0          0          0          0     
     -1.365589         5.96851e-02       0          0          0          0          0     
     -1.364288         6.05859e-02       0          0          0          0          0     
     -1.362987         6.14973e-02       0          0          0          0          0     
     -1.361686         6.24194e-02       0          0          0          0          0     
     -1.360385         6.33522e-02       0          0          0          0          0     
     -1.359084         6.42959e-02       0          0          0          0          0     
     -1.357783         6.52505e-02       0          0          0          0          0     
     -1.356482         6.62161e-02       0          0          0          0          0     
     -1.355181         6.71929e-02       0          0          0          0          0     
     -1.353880         6.81808e-02       0          0          0          0          0     
     -1.352579         6.91801e-02       0          0          0          0          0     
     -1.351278         7.01907e-02       0          0          0          0          0     
     -1.349977         7.12128e-02       0          0          0          0          0     
     -1.348676         7.22465e-02       0          0          0          0          0     
     -1.347375         7.32918e-02       0          0          0          0          0     
     -1.346074         7.43489e-02       0          0          0          0          0     
     -1.344773         7.54178e-02       0          0          0          0          0     
     -1.343472         7.64986e-02       0          0          0          0          0     
     -1.342171         7.75915e-02       0          0          0          0          0     
     -1.340870         7.86965e-02       0          0          0          0          0     
     -1.339569         7.98137e-02       0          0          0          0          0     
     -1.338268         8.09432e-02       0          0          0          0          0     
     -1.336967         8.20852e-02       0          0          0          0          0     
     -1.335666         8.32396e-02       0          0          0          0          0     
     -1.334365         8.44066e-02       0          0          0          0          0     
     -1.333064         8.55863e-02       0          0          0          0          0     
     -1.331763         8.67788e-02       0          0          0          0          0     
     -1.330462         8.79841e-02       0          0          0          0          0     
     -1.329161         8.92025e-02       0          0          0          0          0     
     -1.327860         9.04339e-02       0          0          0          0          0     
     -1.326559         9.16785e-02       0          0          0          0          0     
     -1.325257         9.29364e-02       0          0          0          0          0     
     -1.323956         9.42077e-02       0          0          0          0          0     
     -1.322655         9.54924e-02       0          0          0          0          0     
     -1.321354         9.67907e-02       0          0          0          0          0     
     -1.320053         9.81027e-02       0          0          0          0          0     
     -1.318752         9.94285e-02       0          0          0          0          0     
     -1.317451         1.00768e-01       0          0          0          0          0     
     -1.316150         1.02122e-01       0          0          0          0          0     
     -1.314849         1.03489e-01       0          0          0          0          0     
     -1.313548         1.04871e-01       0          0          0          0          0     
     -1.312247         1.06268e-01       0          0          0          0          0     
     -1.310946         1.07678e-01       0          0          0          0          0     
     -1.309645         1.09103e-01       0          0          0          0          0     
     -1.308344         1.10543e-01       0          0          0          0          0     
     -1.307043         1.11997e-01       0          0          0          0          0     
     -1.305742         1.13466e-01       0          0          0          0          0     
     -1.304441         1.14951e-01       0          0          0          0          0     
     -1.303140         1.16450e-01       0          0          0          0          0     
     -1.301839         1.17964e-01       0          0          0          0          0     
     -1.300538         1.19494e-01       0          0          0          0          0     
     -1.299237         1.21038e-01       0          0          0          0          0     
     -1.297936         1.22599e-01       0          0          0          0          0     
     -1.296635         1.24175e-01       0          0          0          0          0     
     -1.295334         1.25766e-01       0          0          0          0          0     
     -1.294033         1.27374e-01       0          0          0          0          0     
     -1.292732         1.28997e-01       0          0          0          0          0     
     -1.291431         1.30636e-01       0          0          0          0          0     
     -1.290130         1.32292e-01       0          0          0          0          0     
     -1.288829         1.33963e-01       0          0          0          0          0     
     -1.287528         1.35651e-01       0          0          0          0          0     
     -1.286227         1.37356e-01       0          0          0          0          0     
     -1.284926         1.39077e-01       0          0          0          0          0     
     -1.283625         1.40815e-01       0          0          0          0          0     
     -1.282324         1.42569e-01       0          0          0          0          0     
     -1.281022         1.44341e-01       0          0          0          0          0     
     -1.279721         1.46129e-01       0          0          0          0          0     
     -1.278420         1.47935e-01       0          0          0          0          0     
     -1.277119         1.49757e-01       0          0          0          0          0     
     -1.275818         1.51598e-01       0          0          0          0          0     
     -1.274517         1.53456e-01       0          0          0          0          0     
     -1.273216         1.55331e-01       0          0          0          0          0     
     -1.271915         1.57224e-01       0          0          0          0          0     
     -1.270614         1.59135e-01       0          0          0          0          0     
     -1.269313         1.61064e-01       0          0          0          0          0     
     -1.268012         1.63011e-01       0          0          0          0          0     
     -1.266711         1.64976e-01       0          0          0          0          0     
     -1.265410         1.66960e-01       0          0          0          0          0     
     -1.264109         1.68962e-01       0          0          0          0          0     
     -1.262808         1.70983e-01       0          0          0          0          0     
     -1.261507         1.73022e-01       0          0          0          0          0     
     -1.260206         1.75080e-01       0          0          0          0          0     
     -1.258905         1.77157e-01       0          0          0          0          0     
     -1.257604         1.79254e-01       0          0          0          0          0     
     -1.256303         1.81369e-01       0          0          0          0          0     
     -1.255002         1.83504e-01       0          0          0          0          0     
     -1.253701         1.85658e-01       0          0          0          0          0     
     -1.252400         1.87832e-01       0          0          0          0          0     
     -1.251099         1.90025e-01       0          0          0          0          0     
     -1.249798         1.92239e-01       0          0          0          0          0     
     -1.248497         1.94472e-01       0          0          0          0          0     
     -1.247196         1.96725e-01       0          0          0          0          0     
     -1.245895         1.98999e-01       0          0          0          0          0     
     -1.244594         2.01293e-01       0          0          0          0          0     
     -1.243293         2.03607e-01       0          0          0          0          0     
     -1.241992         2.05942e-01       0          0          0          0          0     
     -1.240691         2.08298e-01       0          0          0          0          0     
     -1.239390         2.10675e-01       0          0          0          0          0     
     -1.238088         2.13073e-01       0          0          0          0          0     
     -1.236787         2.15491e-01       0          0          0          0          0     
     -1.235486         2.17931e-01       0          0          0          0          0     
     -1.234185         2.20393e-01       0          0          0          0          0     
     -1.232884         2.22876e-01       0          0          0          0          0     
     -1.231583         2.25381e-01       0          0          0          0          0     
     -1.230282         2.27907e-01       0          0          0          0          0     
     -1.228981         2.30456e-01       0          0          0          0          0     
     -1.227680         2.33026e-01       0          0          0          0          0     
     -1.226379         2.35619e-01       0          0          0          0          0     
     -1.225078         2.38234e-01       0          0          0          0          0     
     -1.223777         2.40872e-01       0          0          0          0          0     
     -1.222476         2.43532e-01       0          0          0          0          0     
     -1.221175         2.46216e-01       0          0          0          0          0     
     -1.219874         2.48922e-01       0          0          0          0          0     
     -1.218573         2.51651e-01       0          0          0          0          0     
     -1.217272         2.54403e-01       0          0          0          0          0     
     -1.215971         2.57179e-01       0          0          0          0          0     
     -1.214670         2.59978e-01       0          0          0          0          0     
     -1.213369         2.62801e-01       0          0          0          0          0     
     -1.212068         2.65647e-01       0          0          0          0          0     
     -1.210767         2.68518e-01       0          0          0          0          0     
     -1.209466         2.71412e-01       0          0          0          0          0     
     -1.208165         2.74331e-01       0          0          0          0          0     
     -1.206864         2.77274e-01       0          0          0          0          0     
     -1.205563         2.80242e-01       0          0          0          0          0     
     -1.204262         2.83234e-01       0          0          0          0          0     
     -1.202961         2.86251e-01       0          0          0          0          0     
     -1.201660         2.89293e-01       0          0          0          0          0     
     -1.200359         2.92360e-01       0          0          0          0          0     
     -1.199058         2.95453e-01       0          0          0          0          0     
     -1.197757         2.98571e-01       0          0          0          0          0     
     -1.196456         3.01714e-01       0          0          0          0          0     
     -1.195154         3.04883e-01       0          0          0          0          0     
     -1.193853         3.08078e-01       0          0          0          0          0     
     -1.192552         3.11299e-01       0          0          0          0          0     
     -1.191251         3.14546e-01       0          0          0          0          0     
     -1.189950         3.17820e-01       0          0          0          0          0     
     -1.188649         3.21120e-01       0          0          0          0          0     
     -1.187348         3.24446e-01       0          0          0          0          0     
     -1.186047         3.27799e-01       0          0          0          0          0     
     -1.184746         3.31180e-01       0          0          0          0          0     
     -1.183445         3.34587e-01       0          0          0          0          0     
     -1.182144         3.38022e-01       0          0          0          0          0     
     -1.180843         3.41484e-01       0          0          0          0          0     
     -1.179542         3.44973e-01       0          0          0          0          0     
     -1.178241         3.48491e-01       0          0          0          0          0     
     -1.176940         3.52036e-01       0          0          0          0          0     
     -1.175639         3.55610e-01       0          0          0          0          0     
     -1.174338         3.59211e-01       0          0          0          0          0     
     -1.173037         3.62841e-01       0          0          0          0          0     
     -1.171736         3.66500e-01       0          0          0          0          0     
     -1.170435         3.70187e-01       0          0          0          0          0     
     -1.169134         3.73903e-01       0          0          0          0          0     
     -1.167833         3.77648e-01       0          0          0          0          0     
     -1.166532         3.81422e-01       0          0          0          0          0     
     -1.165231         3.85226e-01       0          0          0          0          0     
     -1.163930         3.89059e-01       0          0          0          0          0     
     -1.162629         3.92922e-01       0          0          0          0          0     
     -1.161328         3.96815e-01       0          0          0          0          0     
     -1.160027         4.00738e-01       0          0          0          0          0     
     -1.158726         4.04691e-01       0          0          0          0          0     
     -1.157425         4.08675e-01       0          0          0          0          0     
     -1.156124         4.12689e-01       0          0          0          0          0     
     -1.154823         4.16734e-01       0          0          0          0          0     
     -1.153522         4.20810e-01       0          0          0          0          0     
     -1.152221         4.24916e-01       0          0          0          0          0     
     -1.150919         4.29055e-01       0          0          0          0          0     
     -1.149618         4.33224e-01       0          0          0          0          0     
     -1.148317         4.37425e-01       0          0          0          0          0     
     -1.147016         4.41658e-01       0          0          0          0          0     
     -1.145715         4.45923e-01       0          0          0          0          0     
     -1.144414         4.50220e-01       0          0          0          0          0     
     -1.143113         4.54549e-01       0          0          0          0          0     
     -1.141812         4.58911e-01       0          0          0          0          0     
     -1.140511         4.63306e-01       0          0          0          0          0     
     -1.139210         4.67733e-01       0          0          0          0          0     
     -1.137909         4.72193e-01       0          0          0          0          0     
     -1.136608         4.76687e-01       0          0          0          0          0     
     -1.135307         4.81214e-01       0          0          0          0          0     
     -1.134006         4.85774e-01       0          0          0          0          0     
     -1.132705         4.90369e-01       0          0          0          0          0     
     -1.131404         4.94997e-01       0          0          0          0          0     
     -1.130103         4.99660e-01       0          0          0          0          0     
     -1.128802         5.04356e-01       0          0          0          0          0     
     -1.127501         5.09088e-01       0          0          0          0          0     
     -1.126200         5.13854e-01       0          0          0          0          0     
     -1.124899         5.18654e-01       0          0          0          0          0     
     -1.123598         5.23490e-01       0          0          0          0          0     
     -1.122297         5.28362e-01       0          0          0          0          0     
     -1.120996         5.33268e-01       0          0          0          0          0     
     -1.119695         5.38211e-01       0          0          0          0          0     
     -1.118394         5.43189e-01       0          0          0          0          0     
     -1.117093         5.48203e-01       0          0          0          0          0     
     -1.115792         5.53253e-01       0          0          0          0          0     
     -1.114491         5.58340e-01       0          0          0          0          0     
     -1.113190         5.63464e-01       0          0          0          0          0     
     -1.111889         5.68624e-01       0          0          0          0          0     
     -1.110588         5.73821e-01       0          0          0          0          0     
     -1.109287         5.79056e-01       0          0          0          0          0     
     -1.107985         5.84328e-01       0          0          0          0          0     
     -1.106684         5.89637e-01       0          0          0          0          0     
     -1.105383         5.94985e-01       0          0          0          0          0     
     -1.104082         6.00370e-01       0          0          0          0          0     
     -1.102781         6.05793e-01       0          0          0          0          0     
     -1.101480         6.11255e-01       0          0          0          0          0     
     -1.100179         6.16756e-01       0          0          0          0          0     
     -1.098878         6.22295e-01       0          0          0          0          0     
     -1.097577         6.27874e-01       0          0          0          0          0     
     -1.096276         6.33491e-01       0          0          0          0          0     
     -1.094975         6.39148e-01       0          0          0          0          0     
     -1.093674         6.44845e-01       0          0          0          0          0     
     -1.092373         6.50582e-01       0          0          0          0          0     
     -1.091072         6.56358e-01       0          0          0          0          0     
     -1.089771         6.62175e-01       0          0          0          0          0     
     -1.088470         6.68032e-01       0          0          0          0          0     
     -1.087169         6.73931e-01       0          0          0          0          0     
     -1.085868         6.79869e-01       0          0          0          0          0     
     -1.084567         6.85849e-01       0          0          0          0          0     
     -1.083266         6.91871e-01       0          0          0          0          0     
     -1.081965         6.97934e-01       0          0          0          0          0     
     -1.080664         7.04038e-01       0          0          0          0          0     
     -1.079363         7.10185e-01       0          0          0          0          0     
     -1.078062         7.16374e-01       0          0          0          0          0     
     -1.076761         7.22605e-01       0          0          0          0          0     
     -1.075460         7.28879e-01       0          0          0          0          0     
     -1.074159         7.35196e-01       0          0          0          0          0     
     -1.072858         7.41555e-01       0          0          0          0          0     
     -1.071557         7.47958e-01       0          0          0          0          0     
     -1.070256         7.54405e-01       0          0          0          0          0     
     -1.068955         7.60895e-01       0          0          0          0          0     
     -1.067654         7.67430e-01       0          0          0          0          0     
     -1.066353         7.74008e-01       0          0          0          0          0     
     -1.065051         7.80631e-01       0          0          0          0          0     
     -1.063750         7.87298e-01       0          0          0          0          0     
     -1.062449         7.94011e-01       0          0          0          0          0     
     -1.061148         8.00768e-01       0          0          0          0          0     
     -1.059847         8.07571e-01       0          0          0          0          0     
     -1.058546         8.14419e-01       0          0          0          0          0     
     -1.057245         8.21313e-01       0          0          0          0          0     
     -1.055944         8.28253e-01       0          0          0          0          0     
     -1.054643         8.35239e-01       0          0          0          0          0     
     -1.053342         8.42272e-01       0          0          0          0          0     
     -1.052041         8.49351e-01       0          0          0          0          0     
     -1.050740         8.56478e-01       0          0          0          0          0     
     -1.049439         8.63651e-01       0          0          0          0          0     
     -1.048138         8.70872e-01       0          0          0          0          0     
     -1.046837         8.78141e-01       0          0          0          0          0     
     -1.045536         8.85457e-01       0          0          0          0          0     
     -1.044235         8.92822e-01       0          0          0          0          0     
     -1.042934         9.00235e-01       0          0          0          0          0     
     -1.041633         9.07696e-01       0          0          0          0          0     
     -1.040332         9.15207e-01       0          0          0          0          0     
     -1.039031         9.22766e-01       0          0          0          0          0     
     -1.037730         9.30375e-01       0          0          0          0          0     
     -1.036429         9.38033e-01       0          0          0          0          0     
     -1.035128         9.45742e-01       0          0          0          0          0     
     -1.033827         9.53500e-01       0          0          0          0          0     
     -1.032526         9.61309e-01       0          0          0          0          0     
     -1.031225         9.69168e-01       0          0          0          0          0     
     -1.029924         9.77078e-01       0          0          0          0          0     
     -1.028623         9.85039e-01       0          0          0          0          0     
     -1.027322         9.93052e-01       0          0          0          0          0     
     -1.026021         1.00112e+00       0          0          0          0          0     
     -1.024720         1.00923e+00       0          0          0          0          0     
     -1.023419         1.01740e+00       0          0          0          0          0     
     -1.022118         1.02562e+00       0          0          0          0          0     
     -1.020816         1.03389e+00       0          0          0          0          0     
     -1.019515         1.04222e+00       0          0          0          0          0     
     -1.018214         1.05060e+00       0          0          0          0          0     
     -1.016913         1.05903e+00       0          0          0          0          0     
     -1.015612         1.06752e+00       0          0          0          0          0     
     -1.014311         1.07606e+00       0          0          0          0          0     
     -1.013010         1.08465e+00       0          0          0          0          0     
     -1.011709         1.09330e+00       0          0          0          0          0     
     -1.010408         1.10200e+00       0          0          0          0          0     
     -1.009107         1.11076e+00       0          0          0          0          0     
     -1.007806         1.11957e+00       0          0          0          0          0     
     -1.006505         1.12844e+00       0          0          0          0          0     
     -1.005204         1.13736e+00       0          0          0          0          0     
     -1.003903         1.14635e+00       0          0          0          0          0     
     -1.002602         1.15538e+00       0          0          0          0          0     
     -1.001301         1.16448e+00       0          0          0          0          0     
     -1.000000         1.17363e+00       0          0          0          0          0     
