# Electron antineutrino-oxygen charged-current cross section 5MeV-100MeV (10^-38 cm^2/GeV)
# Based on arXiv:1807.02367 (calculations) and arXiv:1809.08398 (fit).
# log(energy in GeV)   nu_e       nu_mu      nu_tau       nu_e_bar    nu_mu_bar  nu_tau_bar

     -1.615387           0          0          0        2.43905e-03       0          0     
     -1.614086           0          0          0        2.48340e-03       0          0     
     -1.612785           0          0          0        2.52846e-03       0          0     
     -1.611484           0          0          0        2.57425e-03       0          0     
     -1.610183           0          0          0        2.62078e-03       0          0     
     -1.608882           0          0          0        2.66805e-03       0          0     
     -1.607581           0          0          0        2.71608e-03       0          0     
     -1.606280           0          0          0        2.76486e-03       0          0     
     -1.604979           0          0          0        2.81442e-03       0          0     
     -1.603678           0          0          0        2.86475e-03       0          0     
     -1.602377           0          0          0        2.91587e-03       0          0     
     -1.601076           0          0          0        2.96779e-03       0          0     
     -1.599775           0          0          0        3.02051e-03       0          0     
     -1.598474           0          0          0        3.07404e-03       0          0     
     -1.597173           0          0          0        3.12840e-03       0          0     
     -1.595872           0          0          0        3.18358e-03       0          0     
     -1.594571           0          0          0        3.45061e-03       0          0     
     -1.593270           0          0          0        3.38619e-03       0          0     
     -1.591969           0          0          0        3.42563e-03       0          0     
     -1.590668           0          0          0        3.47954e-03       0          0     
     -1.589367           0          0          0        3.53874e-03       0          0     
     -1.588066           0          0          0        3.60089e-03       0          0     
     -1.586765           0          0          0        3.66512e-03       0          0     
     -1.585463           0          0          0        3.73106e-03       0          0     
     -1.584162           0          0          0        3.79851e-03       0          0     
     -1.582861           0          0          0        3.86737e-03       0          0     
     -1.581560           0          0          0        3.93758e-03       0          0     
     -1.580259           0          0          0        4.00911e-03       0          0     
     -1.578958           0          0          0        4.08194e-03       0          0     
     -1.577657           0          0          0        4.15606e-03       0          0     
     -1.576356           0          0          0        4.23147e-03       0          0     
     -1.575055           0          0          0        4.30817e-03       0          0     
     -1.573754           0          0          0        4.38617e-03       0          0     
     -1.572453           0          0          0        4.46547e-03       0          0     
     -1.571152           0          0          0        4.54609e-03       0          0     
     -1.569851           0          0          0        4.62802e-03       0          0     
     -1.568550           0          0          0        4.71128e-03       0          0     
     -1.567249           0          0          0        4.79589e-03       0          0     
     -1.565948           0          0          0        4.88184e-03       0          0     
     -1.564647           0          0          0        4.96917e-03       0          0     
     -1.563346           0          0          0        5.05787e-03       0          0     
     -1.562045           0          0          0        5.14796e-03       0          0     
     -1.560744           0          0          0        5.23945e-03       0          0     
     -1.559443           0          0          0        5.33235e-03       0          0     
     -1.558142           0          0          0        5.42669e-03       0          0     
     -1.556841           0          0          0        5.52246e-03       0          0     
     -1.555540           0          0          0        5.61969e-03       0          0     
     -1.554239           0          0          0        5.71839e-03       0          0     
     -1.552938           0          0          0        5.81857e-03       0          0     
     -1.551637           0          0          0        5.92024e-03       0          0     
     -1.550336           0          0          0        6.02342e-03       0          0     
     -1.549035           0          0          0        6.12813e-03       0          0     
     -1.547734           0          0          0        6.23437e-03       0          0     
     -1.546433           0          0          0        6.34216e-03       0          0     
     -1.545132           0          0          0        6.45151e-03       0          0     
     -1.543831           0          0          0        6.56245e-03       0          0     
     -1.542530           0          0          0        6.67497e-03       0          0     
     -1.541228           0          0          0        6.78910e-03       0          0     
     -1.539927           0          0          0        6.90486e-03       0          0     
     -1.538626           0          0          0        7.02225e-03       0          0     
     -1.537325           0          0          0        7.14128e-03       0          0     
     -1.536024           0          0          0        7.26198e-03       0          0     
     -1.534723           0          0          0        7.38436e-03       0          0     
     -1.533422           0          0          0        7.50843e-03       0          0     
     -1.532121           0          0          0        7.63421e-03       0          0     
     -1.530820           0          0          0        7.76171e-03       0          0     
     -1.529519           0          0          0        7.89094e-03       0          0     
     -1.528218           0          0          0        8.02192e-03       0          0     
     -1.526917           0          0          0        8.15467e-03       0          0     
     -1.525616           0          0          0        8.28920e-03       0          0     
     -1.524315           0          0          0        8.42553e-03       0          0     
     -1.523014           0          0          0        8.56366e-03       0          0     
     -1.521713           0          0          0        8.70362e-03       0          0     
     -1.520412           0          0          0        8.84541e-03       0          0     
     -1.519111           0          0          0        8.98906e-03       0          0     
     -1.517810           0          0          0        9.13458e-03       0          0     
     -1.516509           0          0          0        9.28198e-03       0          0     
     -1.515208           0          0          0        9.43128e-03       0          0     
     -1.513907           0          0          0        9.58250e-03       0          0     
     -1.512606           0          0          0        9.73564e-03       0          0     
     -1.511305           0          0          0        9.89072e-03       0          0     
     -1.510004           0          0          0        1.00478e-02       0          0     
     -1.508703           0          0          0        1.02068e-02       0          0     
     -1.507402           0          0          0        1.03678e-02       0          0     
     -1.506101           0          0          0        1.05308e-02       0          0     
     -1.504800           0          0          0        1.06958e-02       0          0     
     -1.503499           0          0          0        1.08629e-02       0          0     
     -1.502198           0          0          0        1.10320e-02       0          0     
     -1.500897           0          0          0        1.12032e-02       0          0     
     -1.499596           0          0          0        1.13765e-02       0          0     
     -1.498294           0          0          0        1.15518e-02       0          0     
     -1.496993           0          0          0        1.17293e-02       0          0     
     -1.495692           0          0          0        1.19089e-02       0          0     
     -1.494391           0          0          0        1.20907e-02       0          0     
     -1.493090           0          0          0        1.22746e-02       0          0     
     -1.491789           0          0          0        1.24606e-02       0          0     
     -1.490488           0          0          0        1.26489e-02       0          0     
     -1.489187           0          0          0        1.28394e-02       0          0     
     -1.487886           0          0          0        1.30321e-02       0          0     
     -1.486585           0          0          0        1.32270e-02       0          0     
     -1.485284           0          0          0        1.34242e-02       0          0     
     -1.483983           0          0          0        1.36236e-02       0          0     
     -1.482682           0          0          0        1.38254e-02       0          0     
     -1.481381           0          0          0        1.40294e-02       0          0     
     -1.480080           0          0          0        1.42358e-02       0          0     
     -1.478779           0          0          0        1.44445e-02       0          0     
     -1.477478           0          0          0        1.46555e-02       0          0     
     -1.476177           0          0          0        1.48689e-02       0          0     
     -1.474876           0          0          0        1.50847e-02       0          0     
     -1.473575           0          0          0        1.53029e-02       0          0     
     -1.472274           0          0          0        1.55235e-02       0          0     
     -1.470973           0          0          0        1.57465e-02       0          0     
     -1.469672           0          0          0        1.59719e-02       0          0     
     -1.468371           0          0          0        1.61999e-02       0          0     
     -1.467070           0          0          0        1.64303e-02       0          0     
     -1.465769           0          0          0        1.66632e-02       0          0     
     -1.464468           0          0          0        1.68986e-02       0          0     
     -1.463167           0          0          0        1.71365e-02       0          0     
     -1.461866           0          0          0        1.73770e-02       0          0     
     -1.460565           0          0          0        1.76200e-02       0          0     
     -1.459264           0          0          0        1.78657e-02       0          0     
     -1.457963           0          0          0        1.81139e-02       0          0     
     -1.456662           0          0          0        1.83647e-02       0          0     
     -1.455360           0          0          0        1.86181e-02       0          0     
     -1.454059           0          0          0        1.88742e-02       0          0     
     -1.452758           0          0          0        1.91329e-02       0          0     
     -1.451457           0          0          0        1.93944e-02       0          0     
     -1.450156           0          0          0        1.96585e-02       0          0     
     -1.448855           0          0          0        1.99253e-02       0          0     
     -1.447554           0          0          0        2.01948e-02       0          0     
     -1.446253           0          0          0        2.04671e-02       0          0     
     -1.444952           0          0          0        2.07422e-02       0          0     
     -1.443651           0          0          0        2.10200e-02       0          0     
     -1.442350           0          0          0        2.13006e-02       0          0     
     -1.441049           0          0          0        2.15840e-02       0          0     
     -1.439748           0          0          0        2.18703e-02       0          0     
     -1.438447           0          0          0        2.21594e-02       0          0     
     -1.437146           0          0          0        2.24513e-02       0          0     
     -1.435845           0          0          0        2.27461e-02       0          0     
     -1.434544           0          0          0        2.30439e-02       0          0     
     -1.433243           0          0          0        2.33445e-02       0          0     
     -1.431942           0          0          0        2.36481e-02       0          0     
     -1.430641           0          0          0        2.39546e-02       0          0     
     -1.429340           0          0          0        2.42641e-02       0          0     
     -1.428039           0          0          0        2.45765e-02       0          0     
     -1.426738           0          0          0        2.48920e-02       0          0     
     -1.425437           0          0          0        2.52105e-02       0          0     
     -1.424136           0          0          0        2.55320e-02       0          0     
     -1.422835           0          0          0        2.58565e-02       0          0     
     -1.421534           0          0          0        2.61841e-02       0          0     
     -1.420233           0          0          0        2.65148e-02       0          0     
     -1.418932           0          0          0        2.68486e-02       0          0     
     -1.417631           0          0          0        2.71856e-02       0          0     
     -1.416330           0          0          0        2.75256e-02       0          0     
     -1.415029           0          0          0        2.78688e-02       0          0     
     -1.413728           0          0          0        2.82152e-02       0          0     
     -1.412427           0          0          0        2.85648e-02       0          0     
     -1.411125           0          0          0        2.89176e-02       0          0     
     -1.409824           0          0          0        2.92736e-02       0          0     
     -1.408523           0          0          0        2.96329e-02       0          0     
     -1.407222           0          0          0        2.99954e-02       0          0     
     -1.405921           0          0          0        3.03612e-02       0          0     
     -1.404620           0          0          0        3.07303e-02       0          0     
     -1.403319           0          0          0        3.11027e-02       0          0     
     -1.402018           0          0          0        3.14784e-02       0          0     
     -1.400717           0          0          0        3.18575e-02       0          0     
     -1.399416           0          0          0        3.22400e-02       0          0     
     -1.398115           0          0          0        3.26258e-02       0          0     
     -1.396814           0          0          0        3.30150e-02       0          0     
     -1.395513           0          0          0        3.34077e-02       0          0     
     -1.394212           0          0          0        3.38038e-02       0          0     
     -1.392911           0          0          0        3.42034e-02       0          0     
     -1.391610           0          0          0        3.46064e-02       0          0     
     -1.390309           0          0          0        3.50129e-02       0          0     
     -1.389008           0          0          0        3.54230e-02       0          0     
     -1.387707           0          0          0        3.58365e-02       0          0     
     -1.386406           0          0          0        3.62537e-02       0          0     
     -1.385105           0          0          0        3.66744e-02       0          0     
     -1.383804           0          0          0        3.70986e-02       0          0     
     -1.382503           0          0          0        3.75265e-02       0          0     
     -1.381202           0          0          0        3.79580e-02       0          0     
     -1.379901           0          0          0        3.83931e-02       0          0     
     -1.378600           0          0          0        3.88319e-02       0          0     
     -1.377299           0          0          0        3.92744e-02       0          0     
     -1.375998           0          0          0        3.97206e-02       0          0     
     -1.374697           0          0          0        4.01705e-02       0          0     
     -1.373396           0          0          0        4.06241e-02       0          0     
     -1.372095           0          0          0        4.10814e-02       0          0     
     -1.370794           0          0          0        4.15426e-02       0          0     
     -1.369493           0          0          0        4.20075e-02       0          0     
     -1.368191           0          0          0        4.24762e-02       0          0     
     -1.366890           0          0          0        4.29488e-02       0          0     
     -1.365589           0          0          0        4.34252e-02       0          0     
     -1.364288           0          0          0        4.39054e-02       0          0     
     -1.362987           0          0          0        4.43896e-02       0          0     
     -1.361686           0          0          0        4.48776e-02       0          0     
     -1.360385           0          0          0        4.53696e-02       0          0     
     -1.359084           0          0          0        4.58655e-02       0          0     
     -1.357783           0          0          0        4.63653e-02       0          0     
     -1.356482           0          0          0        4.68692e-02       0          0     
     -1.355181           0          0          0        4.73770e-02       0          0     
     -1.353880           0          0          0        4.78889e-02       0          0     
     -1.352579           0          0          0        4.84047e-02       0          0     
     -1.351278           0          0          0        4.89247e-02       0          0     
     -1.349977           0          0          0        4.94487e-02       0          0     
     -1.348676           0          0          0        4.99767e-02       0          0     
     -1.347375           0          0          0        5.05089e-02       0          0     
     -1.346074           0          0          0        5.10453e-02       0          0     
     -1.344773           0          0          0        5.15858e-02       0          0     
     -1.343472           0          0          0        5.21304e-02       0          0     
     -1.342171           0          0          0        5.26792e-02       0          0     
     -1.340870           0          0          0        5.32323e-02       0          0     
     -1.339569           0          0          0        5.37895e-02       0          0     
     -1.338268           0          0          0        5.43510e-02       0          0     
     -1.336967           0          0          0        5.49168e-02       0          0     
     -1.335666           0          0          0        5.54868e-02       0          0     
     -1.334365           0          0          0        5.60612e-02       0          0     
     -1.333064           0          0          0        5.66399e-02       0          0     
     -1.331763           0          0          0        5.72229e-02       0          0     
     -1.330462           0          0          0        5.78103e-02       0          0     
     -1.329161           0          0          0        5.84020e-02       0          0     
     -1.327860           0          0          0        5.89982e-02       0          0     
     -1.326559           0          0          0        5.95988e-02       0          0     
     -1.325257           0          0          0        6.02038e-02       0          0     
     -1.323956           0          0          0        6.08132e-02       0          0     
     -1.322655           0          0          0        6.14272e-02       0          0     
     -1.321354           0          0          0        6.20457e-02       0          0     
     -1.320053           0          0          0        6.26686e-02       0          0     
     -1.318752           0          0          0        6.32961e-02       0          0     
     -1.317451           0          0          0        6.39282e-02       0          0     
     -1.316150           0          0          0        6.45649e-02       0          0     
     -1.314849           0          0          0        6.52061e-02       0          0     
     -1.313548           0          0          0        6.58520e-02       0          0     
     -1.312247           0          0          0        6.65025e-02       0          0     
     -1.310946           0          0          0        6.71576e-02       0          0     
     -1.309645           0          0          0        6.78175e-02       0          0     
     -1.308344           0          0          0        6.84820e-02       0          0     
     -1.307043           0          0          0        6.91512e-02       0          0     
     -1.305742           0          0          0        6.98252e-02       0          0     
     -1.304441           0          0          0        7.05040e-02       0          0     
     -1.303140           0          0          0        7.11875e-02       0          0     
     -1.301839           0          0          0        7.18758e-02       0          0     
     -1.300538           0          0          0        7.25690e-02       0          0     
     -1.299237           0          0          0        7.32670e-02       0          0     
     -1.297936           0          0          0        7.39698e-02       0          0     
     -1.296635           0          0          0        7.46775e-02       0          0     
     -1.295334           0          0          0        7.53901e-02       0          0     
     -1.294033           0          0          0        7.61077e-02       0          0     
     -1.292732           0          0          0        7.68302e-02       0          0     
     -1.291431           0          0          0        7.75576e-02       0          0     
     -1.290130           0          0          0        7.82900e-02       0          0     
     -1.288829           0          0          0        7.90275e-02       0          0     
     -1.287528           0          0          0        7.97699e-02       0          0     
     -1.286227           0          0          0        8.05174e-02       0          0     
     -1.284926           0          0          0        8.12700e-02       0          0     
     -1.283625           0          0          0        8.20276e-02       0          0     
     -1.282324           0          0          0        8.27903e-02       0          0     
     -1.281022           0          0          0        8.35582e-02       0          0     
     -1.279721           0          0          0        8.43312e-02       0          0     
     -1.278420           0          0          0        8.51094e-02       0          0     
     -1.277119           0          0          0        8.58928e-02       0          0     
     -1.275818           0          0          0        8.66814e-02       0          0     
     -1.274517           0          0          0        8.74752e-02       0          0     
     -1.273216           0          0          0        8.82743e-02       0          0     
     -1.271915           0          0          0        8.90786e-02       0          0     
     -1.270614           0          0          0        8.98882e-02       0          0     
     -1.269313           0          0          0        9.07032e-02       0          0     
     -1.268012           0          0          0        9.15234e-02       0          0     
     -1.266711           0          0          0        9.23491e-02       0          0     
     -1.265410           0          0          0        9.31801e-02       0          0     
     -1.264109           0          0          0        9.40165e-02       0          0     
     -1.262808           0          0          0        9.48583e-02       0          0     
     -1.261507           0          0          0        9.57056e-02       0          0     
     -1.260206           0          0          0        9.65583e-02       0          0     
     -1.258905           0          0          0        9.74165e-02       0          0     
     -1.257604           0          0          0        9.82803e-02       0          0     
     -1.256303           0          0          0        9.91495e-02       0          0     
     -1.255002           0          0          0        1.00024e-01       0          0     
     -1.253701           0          0          0        1.00905e-01       0          0     
     -1.252400           0          0          0        1.01791e-01       0          0     
     -1.251099           0          0          0        1.02682e-01       0          0     
     -1.249798           0          0          0        1.03579e-01       0          0     
     -1.248497           0          0          0        1.04482e-01       0          0     
     -1.247196           0          0          0        1.05391e-01       0          0     
     -1.245895           0          0          0        1.06305e-01       0          0     
     -1.244594           0          0          0        1.07225e-01       0          0     
     -1.243293           0          0          0        1.08150e-01       0          0     
     -1.241992           0          0          0        1.09082e-01       0          0     
     -1.240691           0          0          0        1.10019e-01       0          0     
     -1.239390           0          0          0        1.10962e-01       0          0     
     -1.238088           0          0          0        1.11911e-01       0          0     
     -1.236787           0          0          0        1.12866e-01       0          0     
     -1.235486           0          0          0        1.13826e-01       0          0     
     -1.234185           0          0          0        1.14793e-01       0          0     
     -1.232884           0          0          0        1.15765e-01       0          0     
     -1.231583           0          0          0        1.16743e-01       0          0     
     -1.230282           0          0          0        1.17728e-01       0          0     
     -1.228981           0          0          0        1.18718e-01       0          0     
     -1.227680           0          0          0        1.19714e-01       0          0     
     -1.226379           0          0          0        1.20716e-01       0          0     
     -1.225078           0          0          0        1.21725e-01       0          0     
     -1.223777           0          0          0        1.22739e-01       0          0     
     -1.222476           0          0          0        1.23759e-01       0          0     
     -1.221175           0          0          0        1.24786e-01       0          0     
     -1.219874           0          0          0        1.25819e-01       0          0     
     -1.218573           0          0          0        1.26858e-01       0          0     
     -1.217272           0          0          0        1.27903e-01       0          0     
     -1.215971           0          0          0        1.28954e-01       0          0     
     -1.214670           0          0          0        1.30011e-01       0          0     
     -1.213369           0          0          0        1.31075e-01       0          0     
     -1.212068           0          0          0        1.32145e-01       0          0     
     -1.210767           0          0          0        1.33221e-01       0          0     
     -1.209466           0          0          0        1.34304e-01       0          0     
     -1.208165           0          0          0        1.35393e-01       0          0     
     -1.206864           0          0          0        1.36488e-01       0          0     
     -1.205563           0          0          0        1.37590e-01       0          0     
     -1.204262           0          0          0        1.38698e-01       0          0     
     -1.202961           0          0          0        1.39812e-01       0          0     
     -1.201660           0          0          0        1.40933e-01       0          0     
     -1.200359           0          0          0        1.42061e-01       0          0     
     -1.199058           0          0          0        1.43195e-01       0          0     
     -1.197757           0          0          0        1.44335e-01       0          0     
     -1.196456           0          0          0        1.45482e-01       0          0     
     -1.195154           0          0          0        1.46635e-01       0          0     
     -1.193853           0          0          0        1.47795e-01       0          0     
     -1.192552           0          0          0        1.48962e-01       0          0     
     -1.191251           0          0          0        1.50135e-01       0          0     
     -1.189950           0          0          0        1.51315e-01       0          0     
     -1.188649           0          0          0        1.52502e-01       0          0     
     -1.187348           0          0          0        1.53695e-01       0          0     
     -1.186047           0          0          0        1.54896e-01       0          0     
     -1.184746           0          0          0        1.56102e-01       0          0     
     -1.183445           0          0          0        1.57316e-01       0          0     
     -1.182144           0          0          0        1.58536e-01       0          0     
     -1.180843           0          0          0        1.59763e-01       0          0     
     -1.179542           0          0          0        1.60997e-01       0          0     
     -1.178241           0          0          0        1.62238e-01       0          0     
     -1.176940           0          0          0        1.63486e-01       0          0     
     -1.175639           0          0          0        1.64741e-01       0          0     
     -1.174338           0          0          0        1.66002e-01       0          0     
     -1.173037           0          0          0        1.67271e-01       0          0     
     -1.171736           0          0          0        1.68546e-01       0          0     
     -1.170435           0          0          0        1.69829e-01       0          0     
     -1.169134           0          0          0        1.71119e-01       0          0     
     -1.167833           0          0          0        1.72415e-01       0          0     
     -1.166532           0          0          0        1.73719e-01       0          0     
     -1.165231           0          0          0        1.75030e-01       0          0     
     -1.163930           0          0          0        1.76347e-01       0          0     
     -1.162629           0          0          0        1.77672e-01       0          0     
     -1.161328           0          0          0        1.79005e-01       0          0     
     -1.160027           0          0          0        1.80344e-01       0          0     
     -1.158726           0          0          0        1.81691e-01       0          0     
     -1.157425           0          0          0        1.83044e-01       0          0     
     -1.156124           0          0          0        1.84406e-01       0          0     
     -1.154823           0          0          0        1.85774e-01       0          0     
     -1.153522           0          0          0        1.87150e-01       0          0     
     -1.152221           0          0          0        1.88533e-01       0          0     
     -1.150919           0          0          0        1.89923e-01       0          0     
     -1.149618           0          0          0        1.91321e-01       0          0     
     -1.148317           0          0          0        1.92726e-01       0          0     
     -1.147016           0          0          0        1.94138e-01       0          0     
     -1.145715           0          0          0        1.95558e-01       0          0     
     -1.144414           0          0          0        1.96986e-01       0          0     
     -1.143113           0          0          0        1.98421e-01       0          0     
     -1.141812           0          0          0        1.99863e-01       0          0     
     -1.140511           0          0          0        2.01313e-01       0          0     
     -1.139210           0          0          0        2.02771e-01       0          0     
     -1.137909           0          0          0        2.04236e-01       0          0     
     -1.136608           0          0          0        2.05709e-01       0          0     
     -1.135307           0          0          0        2.07190e-01       0          0     
     -1.134006           0          0          0        2.08678e-01       0          0     
     -1.132705           0          0          0        2.10174e-01       0          0     
     -1.131404           0          0          0        2.11677e-01       0          0     
     -1.130103           0          0          0        2.13188e-01       0          0     
     -1.128802           0          0          0        2.14708e-01       0          0     
     -1.127501           0          0          0        2.16234e-01       0          0     
     -1.126200           0          0          0        2.17769e-01       0          0     
     -1.124899           0          0          0        2.19312e-01       0          0     
     -1.123598           0          0          0        2.20862e-01       0          0     
     -1.122297           0          0          0        2.22420e-01       0          0     
     -1.120996           0          0          0        2.23987e-01       0          0     
     -1.119695           0          0          0        2.25561e-01       0          0     
     -1.118394           0          0          0        2.27143e-01       0          0     
     -1.117093           0          0          0        2.28733e-01       0          0     
     -1.115792           0          0          0        2.30331e-01       0          0     
     -1.114491           0          0          0        2.31937e-01       0          0     
     -1.113190           0          0          0        2.33551e-01       0          0     
     -1.111889           0          0          0        2.35174e-01       0          0     
     -1.110588           0          0          0        2.36804e-01       0          0     
     -1.109287           0          0          0        2.38442e-01       0          0     
     -1.107985           0          0          0        2.40089e-01       0          0     
     -1.106684           0          0          0        2.41744e-01       0          0     
     -1.105383           0          0          0        2.43407e-01       0          0     
     -1.104082           0          0          0        2.45078e-01       0          0     
     -1.102781           0          0          0        2.46758e-01       0          0     
     -1.101480           0          0          0        2.48446e-01       0          0     
     -1.100179           0          0          0        2.50142e-01       0          0     
     -1.098878           0          0          0        2.51847e-01       0          0     
     -1.097577           0          0          0        2.53560e-01       0          0     
     -1.096276           0          0          0        2.55281e-01       0          0     
     -1.094975           0          0          0        2.57011e-01       0          0     
     -1.093674           0          0          0        2.58749e-01       0          0     
     -1.092373           0          0          0        2.60495e-01       0          0     
     -1.091072           0          0          0        2.62250e-01       0          0     
     -1.089771           0          0          0        2.64014e-01       0          0     
     -1.088470           0          0          0        2.65786e-01       0          0     
     -1.087169           0          0          0        2.67567e-01       0          0     
     -1.085868           0          0          0        2.69356e-01       0          0     
     -1.084567           0          0          0        2.71154e-01       0          0     
     -1.083266           0          0          0        2.72961e-01       0          0     
     -1.081965           0          0          0        2.74776e-01       0          0     
     -1.080664           0          0          0        2.76600e-01       0          0     
     -1.079363           0          0          0        2.78433e-01       0          0     
     -1.078062           0          0          0        2.80274e-01       0          0     
     -1.076761           0          0          0        2.82125e-01       0          0     
     -1.075460           0          0          0        2.83984e-01       0          0     
     -1.074159           0          0          0        2.85851e-01       0          0     
     -1.072858           0          0          0        2.87728e-01       0          0     
     -1.071557           0          0          0        2.89614e-01       0          0     
     -1.070256           0          0          0        2.91508e-01       0          0     
     -1.068955           0          0          0        2.93412e-01       0          0     
     -1.067654           0          0          0        2.95324e-01       0          0     
     -1.066353           0          0          0        2.97245e-01       0          0     
     -1.065051           0          0          0        2.99176e-01       0          0     
     -1.063750           0          0          0        3.01115e-01       0          0     
     -1.062449           0          0          0        3.03063e-01       0          0     
     -1.061148           0          0          0        3.05021e-01       0          0     
     -1.059847           0          0          0        3.06988e-01       0          0     
     -1.058546           0          0          0        3.08964e-01       0          0     
     -1.057245           0          0          0        3.10949e-01       0          0     
     -1.055944           0          0          0        3.12943e-01       0          0     
     -1.054643           0          0          0        3.14946e-01       0          0     
     -1.053342           0          0          0        3.16959e-01       0          0     
     -1.052041           0          0          0        3.18981e-01       0          0     
     -1.050740           0          0          0        3.21012e-01       0          0     
     -1.049439           0          0          0        3.23052e-01       0          0     
     -1.048138           0          0          0        3.25102e-01       0          0     
     -1.046837           0          0          0        3.27162e-01       0          0     
     -1.045536           0          0          0        3.29230e-01       0          0     
     -1.044235           0          0          0        3.31308e-01       0          0     
     -1.042934           0          0          0        3.33396e-01       0          0     
     -1.041633           0          0          0        3.35493e-01       0          0     
     -1.040332           0          0          0        3.37600e-01       0          0     
     -1.039031           0          0          0        3.39716e-01       0          0     
     -1.037730           0          0          0        3.41842e-01       0          0     
     -1.036429           0          0          0        3.43977e-01       0          0     
     -1.035128           0          0          0        3.46122e-01       0          0     
     -1.033827           0          0          0        3.48276e-01       0          0     
     -1.032526           0          0          0        3.50441e-01       0          0     
     -1.031225           0          0          0        3.52615e-01       0          0     
     -1.029924           0          0          0        3.54798e-01       0          0     
     -1.028623           0          0          0        3.56992e-01       0          0     
     -1.027322           0          0          0        3.59195e-01       0          0     
     -1.026021           0          0          0        3.61408e-01       0          0     
     -1.024720           0          0          0        3.63631e-01       0          0     
     -1.023419           0          0          0        3.65864e-01       0          0     
     -1.022118           0          0          0        3.68107e-01       0          0     
     -1.020816           0          0          0        3.70359e-01       0          0     
     -1.019515           0          0          0        3.72622e-01       0          0     
     -1.018214           0          0          0        3.74894e-01       0          0     
     -1.016913           0          0          0        3.77177e-01       0          0     
     -1.015612           0          0          0        3.79469e-01       0          0     
     -1.014311           0          0          0        3.81772e-01       0          0     
     -1.013010           0          0          0        3.84085e-01       0          0     
     -1.011709           0          0          0        3.86408e-01       0          0     
     -1.010408           0          0          0        3.88741e-01       0          0     
     -1.009107           0          0          0        3.91084e-01       0          0     
     -1.007806           0          0          0        3.93437e-01       0          0     
     -1.006505           0          0          0        3.95801e-01       0          0     
     -1.005204           0          0          0        3.98175e-01       0          0     
     -1.003903           0          0          0        4.00559e-01       0          0     
     -1.002602           0          0          0        4.02954e-01       0          0     
     -1.001301           0          0          0        4.05358e-01       0          0     
     -1.000000           0          0          0        4.07774e-01       0          0     
