0 0 0 0 0 0 0 0 0.0253 0.0151 0.00957143 0.008 0.0088 0.0056 0.0062 0.0069 0.005 0.0068 0.0044 0.0066 0.0054 0.0048 0.0044 0.0061 0.00525 0.0047 0.0056 0.0043 0.00375 0.0051 0.004 0.0043 0.0042 0.004 0.0046 0.0036 0.0038 0.00325 0.0039 0.0045 0.0049 0.0047 0.0033 0.0038 0.005375 0.0038 0.0032 0.003 0.004 0.00325 0.0038 0.003625 0.003125 0.002375 0.0035 0.0021 0.002625 0.002 0.0031 0.003 0.0027 0.0033 0.0036 0.0024 0.00225 0.0037 0.002625 0.0029 0.0025 0.0034 0.0023 0.0018 0.0017 0.0026 0.0024 0.002 0.0018 0.0018 0.002125 0.00175 0.0026 0.0029 0.0021 0.002 0.002125 0.00225 0.0027 0.001875 0.0016 0.0026 0.0024 0.0019 0.0023 0.0021 0.003375 0.0023 0.00175 0.0022 0.001375 0.0022 0.0023 0.0021 0.0019 0.0021 0.0014 0.0026 0.002 0.0021 0.0017 0.0019 0.0026 0.0024 0.0017 0.0031 0.0025 0.0027 0.0017 0.0012 0.0015 0.00125 0.0018 0.00125 0.001625 0.0014 0.0019 0.002 0.0013 0.0022 0.00175 0.0016 0.0017 0.0023 0.0021 0.0013 0.0017 0.0013 0.0013 0.0014 0.0022 0.0012 0.002 0.002 0.0018 0.002 0.0017 0.0018 0.0018 0.0015 0.00175 0.0013 0.0016 0.0013 0.0023 0.0027 0.001625 0.001875 0.0018 0.0018 0.0017 0.0016 0.002 0.001125 0.0016 0.0019 0.002 0.001 0.002 0.001625 0.0012 0.00120012 0.0015 0.0011 0.0017 0.001 0.0011 0.0012 0.0012 0.001 0.00160016 0.0015 0.0008 0.002 0.0016 0.002 0.001125 0.00200025 0.000875 0.0013 0.001875 0.0016 0.00180036 0.00180027 0.00180018 0.0013 0.00110022 0.001375 0.00250125 0.00110011 0.00080016 0.00080016 
0 0 0 0 0 0 0 0 0.0144 0.0209 0.00971429 0.0012 0.0026 0.0033 0.0025 0.002 0.0028 0.0011 0.0022 0.0027 0.0058 0.0014 0.0013 0.0011 0.001875 0.0028 0.0012 0.0022 0.00225 0.0019 0.0012 0.0011 0.0019 0.0014 0.0017 0.0008 0.0016 0.000875 0.0012 0.0019 0.0013 0.0014 0.001 0.0014 0.00275 0.0018 0.0018 0.0015 0.0019 0.001375 0.0015 0.00125 0.000625 0.00175 0.0009 0.0018 0.000875 0.0014 0.0008 0.0012 0.0018 0.0012 0.0012 0.0007 0.001375 0.0015 0.0015 0.0009 0.0012 0.0014 0.0008 0.0008 0.0012 0.0008 0.0012 0.0011 0.0007 0.0012 0.00125 0.001625 0.001 0.001 0.0019 0.001375 0.002 0.00125 0.0007 0.000875 0.0008 0.0013 0.001 0.0013 0.001 0.0006 0.001125 0.0009 0.000875 0.0009 0.0005 0.001 0.0011 0.0013 0.0011 0.0006 0.0013 0.001 0.0005 0.0011 0.0016 0.001 0.0008 0.0011 0.0011 0.0006 0.0009 0.0007 0.0006 0.0007 0.0012 0.00125 0.0016 0.00125 0.000625 0.001 0.0009 0.0016 0.001 0.0017 0.001125 0.0013 0.0008 0.0005 0.0007 0.0011 0.0005 0.0015 0.0007 0.0009 0.001 0.0007 0.0012 0.0011 0.0008 0.0008 0.001 0.0012 0.0009 0.0009 0.0015 0.0007 0.0009 0.0008 0.0012 0.0006 0.000875 0.000625 0.0007 0.0011 0.0006 0.0012 0.0014 0.001 0.0005 0.0007 0.0016 0.0012 0 0.00075 0.0009 0.00110011 0.0008 0.0011 0.0007 0.000875 0.0008 0.0009 0.0008 0.0005 0.00170017 0.0007 0.001 0.000625 0.0015 0.0005 0.0005 0.00100013 0.00075 0.0012 0.000625 0.0008 0.00070014 0.000750113 0.00080008 0.0006 0.00060012 0.00125 0.00050025 0.00120012 0.00110022 0.00020004 
0 0 0 0 0 0 0 0 0.0119 0.0131 0.0192857 0.0084 0.0028 0.0027 0.0032 0.002 0.0018 0.0021 0.002 0.0018 0.0022 0.0066 0.0012 0.0017 0.00175 0.001 0.0011 0.0021 0.001625 0.0015 0.0017 0.0018 0.0012 0.0015 0.0013 0.0015 0.0014 0.0015 0.0005 0.0015 0.0012 0.0015 0.0011 0.0009 0.001 0.001 0.0014 0.0013 0.0011 0.000625 0.0007 0.001375 0.00125 0.001375 0.0013 0.001 0.0015 0.001 0.0012 0.0011 0.0009 0.001 0.0011 0.0011 0.001 0.0009 0.000875 0.0011 0.0007 0.0006 0.0009 0.0007 0.001 0.001 0.0011 0.0004 0.0009 0.0007 0.0005 0.0005 0.0002 0.0014 0.0004 0.000375 0.000625 0.001 0.0005 0.00075 0.0012 0.0007 0.0004 0.0005 0.0008 0.0006 0.000875 0.001 0.00025 0.0017 0.00075 0.0007 0.0008 0.0007 0.0007 0.0008 0.0013 0.0009 0.001 0.0008 0.0005 0.0018 0.0007 0.0006 0.0006 0.0007 0.0005 0.001 0.0005 0.0009 0.0001 0.0005 0.0005 0.000625 0.0005 0.0012 0.0008 0.0004 0.0006 0.0005 0.001 0.0005 0.0008 0.0005 0.0008 0.0004 0.0009 0.0003 0.0005 0.0003 0.0009 0.0005 0.0005 0.0004 0.0009 0.0008 0.0008 0.0007 0.0011 0.0006 0.0005 0.0008 0.0012 0.0008 0.0011 0.0005 0.001125 0.000625 0.0006 0.0007 0.0008 0.0008 0.0007 0.000625 0.0005 0.0007 0.0007 0.0004 0.0005 0.000125 0.0007 0.00090009 0.0004 0.0004 0.0005 0.000875 0.0007 0.0009 0.0008 0.000625 0.00060006 0.0005 0.0007 0.0005 0.0003 0.0008 0.000875 0.000250031 0.000875 0.0009 0.001 0.001 0.0010002 0.00105016 0.00110011 0.0006 0.0005001 0.001 0 0.00080008 0.0010002 0.00130026 
0 0 0 0 0 0 0 0 0.0168 0.0132 0.0145714 0.0142 0.0108 0.0041 0.0033 0.0038 0.0025 0.0017 0.0024 0.002 0.0017 0.0011 0.0089 0.0016 0.002625 0.0014 0.0014 0.0018 0.00175 0.0013 0.0018 0.001 0.0017 0.0016 0.0015 0.0014 0.0012 0.00175 0.0009 0.001 0.0012 0.0013 0.0014 0.0014 0.001125 0.0017 0.0008 0.0012 0.0011 0.00125 0.0011 0.00225 0.000875 0.000625 0.0013 0.0016 0.000875 0.0013 0.0012 0.0008 0.0011 0.0008 0.0008 0.0004 0.000875 0.0012 0.000875 0.0006 0.0013 0.001 0.0011 0.0004 0.0011 0.0011 0.001 0.0006 0.0008 0.0003 0.000875 0.00025 0.0012 0.0009 0.0007 0.001 0.00125 0.000375 0.0011 0.000625 0.0007 0.0011 0.0012 0.0005 0.0008 0.0009 0.001125 0.0011 0.000375 0.0005 0.000625 0.0009 0.0004 0.0006 0.0009 0.0004 0.0012 0.0009 0.0009 0.0011 0.0007 0.0013 0.0009 0.0008 0.0006 0.0004 0.0005 0.0004 0.0007 0.0009 0.0008 0.000625 0.0007 0.00075 0.00125 0.0009 0.0004 0.0007 0.0006 0.0008 0.000625 0.0004 0.0005 0.0005 0.0008 0.0009 0.0005 0.0006 0.0012 0.0003 0.001 0.0004 0.0004 0.0006 0.0009 0.0001 0.0008 0.0008 0.0005 0.0006 0.00075 0.0006 0.0009 0.0008 0.0006 0.0001 0.00075 0.0005 0.0002 0.0009 0.0009 0.0004 0.0002 0.00075 0.0006 0.0006 0.0013 0.0008 0.0009 0.0005 0.0008 0.00050005 0.0005 0.0011 0.0004 0.0005 0.001 0.0008 0.0006 0.0005 0.00090009 0.001 0.0004 0.0005 0.0003 0.0009 0.001 0.000625078 0.000875 0.0007 0.000125 0.0003 0.00080016 0.000550083 0.00030003 0.0009 0.0005001 0.001 0.0010005 0.00050005 0.00060012 0.00080016 
0 0 0 0 0 0 0 0 0.0476 0.0195 0.0151429 0.0168 0.0208 0.0146 0.0061 0.0057 0.0051 0.0042 0.0029 0.0029 0.003 0.0036 0.0029 0.0114 0.003 0.0036 0.0023 0.0021 0.002625 0.0012 0.0019 0.0017 0.002 0.0018 0.0014 0.0016 0.0015 0.001375 0.0019 0.0015 0.0014 0.0009 0.0021 0.0021 0.000875 0.0009 0.0012 0.0015 0.0014 0.001 0.0016 0.001375 0.001375 0.001125 0.001 0.0009 0.00225 0.0017 0.0005 0.0011 0.0005 0.001 0.0011 0.001 0.00075 0.0009 0.001625 0.0008 0.0015 0.0009 0.0014 0.0013 0.0012 0.0011 0.0008 0.0008 0.0011 0.0009 0.000625 0.000375 0.0012 0.0015 0.0009 0.001 0.00125 0.001 0.001 0.00075 0.0008 0.0013 0.0008 0.0009 0.0009 0.0006 0.00125 0.0009 0.0005 0.001 0.0005 0.0013 0.0007 0.0006 0.0004 0.0012 0.0008 0.0005 0.0013 0.0007 0.001 0.0011 0.0005 0.001 0.0005 0.0007 0.0004 0.0009 0.0006 0.0007 0.001 0.001375 0.001 0.001 0.000875 0.0012 0.0007 0.0007 0.0007 0.0009 0.00075 0.0009 0.001 0.0011 0.0007 0.0007 0.001 0.0009 0.0011 0.001 0.0006 0.0005 0.001 0.0005 0.0003 0.0007 0.0006 0.0004 0.0008 0.0005 0.0005 0.0005 0.0006 0.0006 0.0009 0.0011 0.0005 0.001125 0.0004 0.0002 0.0005 0.0009 0.001 0.0005 0.001 0.0009 0.0007 0.0009 0.0005 0.00125 0.0008 0.00060006 0.0008 0.0004 0.0008 0.000375 0.0005 0.0002 0.0007 0.0005 0.00070007 0.0009 0.0009 0.000875 0.0005 0.0004 0.00075 0.000625078 0.000625 0.0007 0.000375 0.0006 0.0010002 0.000950143 0.00090009 0.0007 0.00070014 0.000625 0.000750375 0.00110011 0.0005001 0.0005001 
0 0 0 0 0 0 0 0 0.884 0.0362 0.0168571 0.0158 0.0154 0.0204 0.0094 0.0075 0.0049 0.0057 0.0043 0.0031 0.0028 0.0027 0.0023 0.0027 0.0125 0.002 0.0022 0.002 0.0025 0.0014 0.002 0.0013 0.0018 0.0018 0.0015 0.002 0.0016 0.00125 0.0017 0.0014 0.0011 0.0012 0.0021 0.0014 0.001375 0.0023 0.0009 0.0018 0.001 0.001625 0.0016 0.001 0.0015 0.00175 0.0014 0.0006 0.0015 0.0006 0.0014 0.001 0.0007 0.0018 0.0005 0.001 0.001 0.0015 0.000875 0.0009 0.0011 0.0013 0.0007 0.001 0.0009 0.0009 0.001 0.0008 0.0008 0.0004 0.000875 0.00125 0.0007 0.0005 0.0011 0.00025 0.0005 0.000375 0.0008 0.000625 0.0011 0.001 0.0011 0.0013 0.0008 0.0008 0.0005 0.0013 0.000375 0.0008 0.00075 0.0011 0.0008 0.0012 0.0011 0.0009 0.0008 0.0004 0.0014 0.0012 0.0009 0.0008 0.0006 0.0008 0.0007 0.0009 0.001 0.0003 0.0006 0.0004 0.0008 0.00025 0.0007 0.00075 0.000875 0.0014 0.0005 0.0006 0.0013 0.0008 0.000375 0.0005 0.0005 0.0005 0.0005 0.0007 0.0008 0.0007 0.0004 0.0008 0.0003 0.0005 0.0004 0.0008 0.0008 0.0008 0.0004 0.0002 0.0004 0.0005 0.00125 0.0006 0.0007 0.0001 0.0009 0.0006 0.000375 0.0005 0.0005 0.0003 0.0009 0.0009 0.0007 0.001 0.0004 0.0009 0.0011 0.001 0.0008 0.0005 0.0008 0.00110011 0.0005 0.0003 0.0008 0.00075 0.0004 0.0007 0.0003 0.00075 0.00040004 0.0012 0.0007 0.0005 0.0005 0.0009 0.000625 0.000500063 0.0005 0.0005 0.0005 0.0009 0.00070014 0.00060009 0.00050005 0.0006 0.00040008 0.00025 0.00050025 0.00090009 0.00030006 0.00060012 
0 0 0 0 0 0 0 0 0 0.882 0.041 0.0194 0.0168 0.0148 0.0144 0.009 0.0029 0.0044 0.0029 0.0016 0.002 0.0019 0.0029 0.0025 0.00125 0.013 0.0014 0.0012 0.0025 0.0015 0.0017 0.0016 0.002 0.0016 0.0014 0.001 0.0016 0.00125 0.0017 0.0013 0.0009 0.0004 0.0015 0.0012 0.0005 0.0009 0.0012 0.0012 0.0014 0.00125 0.001 0.000625 0.00125 0.001 0.0008 0.001 0.001 0.0008 0.0008 0.0008 0.0006 0.0009 0.0011 0.0008 0.000875 0.0007 0.00075 0.001 0.0007 0.0007 0.0006 0.0008 0.001 0.0006 0.0005 0.0008 0.0007 0.0009 0.000625 0.00025 0.0008 0.0005 0.001 0.000625 0.000625 0.001125 0.0011 0.00075 0.0007 0.0005 0.001 0.0005 0.0005 0.0012 0.00025 0.0006 0.001 0.0004 0.00025 0.0006 0.0005 0.0006 0.0011 0.0004 0.0008 0.0007 0.0009 0.0005 0.0002 0.0006 0.0006 0.0006 0.0008 0.0009 0.0007 0.0005 0.0006 0.0007 0.0007 0.0005 0.0003 0.00075 0.0005 0.0003 0.0002 0.0008 0.0002 0.0006 0.000375 0.0006 0.0004 0.0005 0.0005 0.0001 0.0006 0.0005 0.0006 0.0006 0.0007 0.0003 0.0005 0.0006 0.0005 0.0004 0.0007 0.0004 0.0011 0.0007 0.001 0.0011 0.0002 0.0003 0.0009 0.0005 0.0005 0.0005 0.0006 0.0004 0.0006 0.0005 0.0007 0.0005 0.0007 0.0002 0.0006 0.0008 0.0009 0.000375 0.0005 0.00060006 0.0009 0.0009 0.0007 0.000375 0.0005 0.0002 0.0006 0.00025 0.00070007 0.0001 0.0003 0.00025 0.001 0.0003 0.00075 0.000750094 0 0.0005 0.0005 0.0004 0.0005001 0.00040006 0.00030003 0.001 0.00020004 0.0005 0.000250125 0.00070007 0.0005001 0.00060012 
0 0 0 0 0 0 0 0 0 0 0.873857 0.0376 0.0208 0.0177 0.0162 0.0158 0.0096 0.0041 0.0043 0.0041 0.0024 0.0024 0.0025 0.0022 0.001375 0.0025 0.0155 0.0028 0.00275 0.0019 0.0012 0.0016 0.002 0.0013 0.0012 0.0013 0.0017 0.001875 0.0013 0.0009 0.0014 0.001 0.001 0.0009 0.000875 0.0008 0.0009 0.0007 0.0008 0.000375 0.0009 0.000375 0.000625 0.00075 0.0009 0.0007 0.000625 0.0009 0.0006 0.0008 0.0006 0.0004 0.0005 0.0005 0.00075 0.0008 0.000625 0.0008 0.0002 0.0004 0.0006 0.0003 0.0007 0.0007 0.001 0.0004 0.0005 0.0003 0.00075 0.0005 0.0005 0.001 0.0007 0.0005 0.000375 0.0005 0.0015 0.000875 0.0007 0.0005 0.0006 0.0003 0.0004 0.0007 0.00075 0.0005 0.000875 0.0006 0.001 0.0004 0.0008 0.0009 0.0003 0.0008 0.0011 0.0008 0.0006 0.0007 0.0005 0.0003 0.0004 0.0009 0.0007 0.0005 0.0006 0.0005 0.0008 0.0002 0.0003 0.001125 0.0009 0.000625 0.000375 0.0003 0.0008 0.0003 0.0004 0.0006 0.00025 0.0005 0.0004 0.0004 0.0004 0.0002 0.0006 0.0007 0.0007 0.0007 0.0003 0.0002 0.0009 0.0005 0.0004 0.0001 0.0008 0.0004 0.0004 0.0006 0.000625 0.0002 0.0005 0.0007 0.0006 0.0005 0.000375 0.000625 0.0007 0.0001 0.0007 0.0002 0.0002 0.00075 0.0002 0.0004 0.0002 0.0006 0.0005 0.000375 0.0004 0.00090009 0.0004 0.0003 0.0002 0.0005 0.0005 0.0004 0.0002 0.000625 0.00040004 0.0007 0.0005 0.001 0.0003 0.0004 0.00075 0.000500063 0.0005 0.0007 0.000125 0.0004 0.0005001 0.000450068 0.00040004 0.0004 0.0005001 0 0.000750375 0.00080008 0.00020004 0.0005001 
0 0 0 0 0 0 0 0 0 0 0 0.8786 0.0418 0.0228 0.0171 0.0164 0.0153 0.0106 0.0068 0.0044 0.003 0.0023 0.0026 0.0038 0.001375 0.002 0.0024 0.0167 0.002375 0.0034 0.0021 0.002 0.0021 0.002 0.0021 0.0008 0.0019 0.000375 0.0013 0.0009 0.0007 0.0015 0.0013 0.0008 0.001625 0.0004 0.0012 0.0013 0.0011 0.001375 0.0011 0.001625 0.001125 0.00175 0.0006 0.0011 0.0005 0.001 0.0005 0.0006 0.0008 0.0005 0.0008 0.0016 0.0015 0.0004 0.001125 0.0005 0.0013 0.0007 0.001 0.0014 0.0008 0.0011 0.0009 0.0011 0.0007 0.0006 0.001 0.000375 0.0008 0.0012 0.0011 0.000625 0.0005 0.0005 0.0005 0.0005 0.0006 0.0008 0.0002 0.0006 0.0006 0.0008 0.00075 0.0004 0.000625 0.0006 0.00075 0.0007 0.0005 0.0005 0.0004 0.0003 0.0005 0.0002 0.0006 0.0006 0.0004 0.0003 0.0005 0.0008 0.0004 0.0004 0.0001 0.0004 0.0005 0.0005 0.0005 0.000375 0.0006 0.000625 0.000875 0.0004 0.0002 0.0005 0.0003 0.0004 0.00025 0.0004 0.0002 0.001 0.0005 0.0005 0.0006 0.0004 0.0007 0.0004 0.0005 0.0003 0.0004 0.0003 0.0006 0.0004 0.0008 0.0004 0.0003 0.001 0.0005 0.0004 0.0007 0.0005 0.0007 0.0002 0.00025 0.000375 0.0002 0.0005 0.0005 0.001 0.0005 0.0005 0.0003 0.0005 0.0005 0.0003 0.0004 0.000625 0.0006 0.00030003 0.0006 0.0005 0.0003 0.000375 0.0005 0.0003 0.0002 0.000375 0.00060006 0.0004 0.0007 0.000625 0.0005 0.0006 0.001 0.000500063 0.000375 0.0004 0.000125 0.0006 0.00030006 0.000300045 0.00030003 0.0004 0.00020004 0.000125 0.00050025 0.00060006 0.00010002 0.0005001 
0 0 0 0 0 0 0 0 0 0 0 0 0.8594 0.0499 0.0227 0.0178 0.0156 0.0148 0.0084 0.0047 0.004 0.0046 0.0024 0.0025 0.001375 0.0018 0.0017 0.0014 0.017875 0.0044 0.0039 0.0011 0.0013 0.0018 0.0012 0.0017 0.0017 0.001625 0.0012 0.0015 0.001 0.0019 0.0004 0.0011 0.001125 0.0009 0.0013 0.0007 0.001 0.0005 0.001 0.0005 0.00125 0.000875 0.0007 0.0003 0.000625 0.0009 0.0007 0.0012 0.0005 0.0005 0.0006 0.0009 0.0005 0.0008 0.0005 0.0005 0.0006 0.0011 0.0008 0.0008 0.0007 0.0001 0.0006 0.0007 0.0005 0.0009 0.000875 0.00025 0.0006 0.001 0.0007 0.0005 0.001 0.000625 0.0009 0.00075 0.0006 0.0003 0.0006 0.0006 0.0006 0.0006 0.00025 0.0005 0.000375 0.0003 0.000375 0.0008 0.0006 0.0006 0.0003 0.0003 0.0006 0.0007 0.0004 0.0008 0.001 0.0004 0.0003 0.0011 0.0005 0.0003 0.0003 0.0008 0.0008 0.0002 0.0005 0.000625 0.0005 0.000375 0.00075 0.0004 0.0004 0.0006 0.0005 0.0002 0.000625 0.0005 0.0004 0.0008 0.0006 0.0004 0.0004 0.0005 0.0003 0.0002 0.0003 0.0003 0.0002 0.0003 0.0004 0.0008 0.0006 0.0005 0.0003 0.0003 0.000375 0.0005 0.0001 0.0002 0.0003 0.0005 0.0005 0.000625 0.0001 0.0001 0.0002 0.0004 0.0004 0.000625 0.0002 0.0001 0.0006 0.0005 0.0001 0.000625 0.0001 0.00030003 0 0.0006 0.0005 0.000375 0.0001 0.0005 0.0005 0.00025 0.00020002 0.0006 0.0005 0 0.0005 0.0007 0.0005 0.000125016 0.000125 0.0006 0.001 0.0008 0.00060012 0.000650098 0.00070007 0.0002 0.00010002 0.0005 0.000250125 0.00030003 0.00030006 0.00040008 
