nue_e 1 + e 1.
nuebar_e 2 - e 1.
numu_e 3 + m 1.
ibd 4 - e 1.
nc_p 5 + e 1.
nue_C12 6 + e 1.
nue_C13 7 + e 1.
nc_nue_C12 8 + e 1.
nue_O16 9 + e 1.
nc_nue_O16 10 + e 1.
nue_Ar40 11 + e 1.
nc_nue_Ar40 12 + e 1.
coh_nc_Ar40 13 + e 1.
