nue_d  0 + e 1.
nuebar_d 1 - e 1.
nc_nue_d 2 + e 1.
nc_nuebar_d 3 - e 1.
nc_numu_d 4 + m 1.
nc_numubar_d 5 - m 1.
nc_nutau_d 6 + t 1.
nc_nutaubar_d 7 - t 1.
nue_e 8 + e 5. 
nuebar_e 9 - e 5.
numu_e 10 + m 5.
numubar_e 11 - m 5.
nutau_e 12 + t 5.
nutaubar_e 13 - t 5.
nue_O16 14 + e 0.5
nuebar_O16 15 - e 0.5
nc_nue_O16 16 + e 0.5
nc_nuebar_O16 17 - e 0.5 
nc_numu_O16 18 + m 0.5
nc_numubar_O16 19 - m 0.5
nc_nutau_O16 20 + t 0.5
nc_nutaubar_O16 21 - t 0.5
