nue_e 0 + e 18. 
nuebar_e 1 - e 18.
numu_e 2 + m 18.
numubar_e 3 - m 18.
nutau_e 4 + t 18.
nutaubar_e 5 - t 18.
nue_Ar40_marley2 6 + e 1.
nuebar_Ar40 7 - e 1.
nc_nue_Ar40 8 + e 1.
nc_numu_Ar40 9 + m 1.
nc_nutau_Ar40 10 + t 1.
nc_nuebar_Ar40 11 - e 1.
nc_numubar_Ar40 12 - m 1.
nc_nutaubar_Ar40 13 - t 1.
