ibd              0 - e 1.
nue_e            1 + e 4. 
nuebar_e         2 - e 4.
numu_e           3 + m 4.
numubar_e        4 - m 4.
nutau_e          5 + t 4.
nutaubar_e       6 - t 4.
nue_C12          7 + e 0.5
nuebar_C12       8 - e 0.5
nc_nue_C12       9 + e 0.5
nc_nuebar_C12   10 - e 0.5 
nc_numu_C12     11 + m 0.5
nc_numubar_C12  12 - m 0.5
nc_nutau_C12    13 + t 0.5
nc_nutaubar_C12 14 - t 0.5
