% 400 0.0005 0.200 400 0.0005 0.200
nue_e_he 0 + e 18. 
nuebar_e_he 1 - e 18.
numu_e_he 2 + m 18.
numubar_e_he 3 - m 18.
nutau_e_he 4 + t 18.
nutaubar_e_he 5 - t 18.
nue_Ar40_he 6 + e 1.
nuebar_Ar40_he 7 - e 1.
nc_ah_nue_Ar40_he 8 + e 1.
nc_ah_numu_Ar40_he 9 + m 1.
nc_ah_nutau_Ar40_he 10 + t 1.
nc_ah_nuebar_Ar40_he 11 - e 1.
nc_ah_numubar_Ar40_he 12 - m 1.
nc_ah_nutaubar_Ar40_he 13 - t 1.
