nue_e 0 + e 18. 
nuebar_e 1 - e 18.
numu_e 2 + m 18.
numubar_e 3 - m 18.
nutau_e 4 + t 18.
nutaubar_e 5 - t 18.
nue_Ar40 6 + e 1.
nuebar_Ar40 7 - e 1.
