% 400 0.0005 0.200 400 0.0005 0.200
ibd_he  0 - e 1.
nue_e_he 1 + e 5. 
nuebar_e_he 2 - e 5.
numu_e_he 3 + m 5.
numubar_e_he 4 - m 5.
nutau_e_he 5 + t 5.
nutaubar_e_he 6 - t 5.
nue_O16 7 + e 0.5
nuebar_O16 8 - e 0.5
nc_nue_O16 9 + e 0.5
nc_nuebar_O16 10 - e 0.5 
nc_numu_O16 11 + m 0.5
nc_numubar_O16 12 - m 0.5
nc_nutau_O16 13 + t 0.5
nc_nutaubar_O16 14 - t 0.5
