0 4.87353 0 0 8.30172 0 0 7.42667e+47 0 0
1 4.87353 0 0 8.30172 0 0 7.67374e+47 0 0
2 4.87353 0 0 8.30172 0 0 7.92957e+47 0 0
3 4.87353 0 0 8.30172 0 0 8.19449e+47 0 0
4 4.87353 0 0 8.30172 0 0 8.46886e+47 0 0
5 4.87353 0 0 8.30172 0 0 8.75305e+47 0 0
6 4.87353 0 0 8.30172 0 0 9.04744e+47 0 0
7 4.87353 0 0 8.30172 0 0 9.35246e+47 0 0
8 4.87353 0 0 8.30172 0 0 9.66851e+47 0 0
9 4.87353 0 0 8.30172 0 0 9.99604e+47 0 0
10 4.87353 0 0 8.30172 0 0 1.03355e+48 0 0
11 4.87353 0 0 8.30172 0 0 1.06874e+48 0 0
12 4.87353 0 0 8.30172 0 0 1.10523e+48 0 0
13 4.87353 0 0 8.30172 0 0 1.14305e+48 0 0
14 4.87353 0 0 8.30172 0 0 1.18229e+48 0 0
15 4.87353 0 0 8.30172 0 0 1.22298e+48 0 0
16 4.87353 0 0 8.30172 0 0 1.26519e+48 0 0
17 4.87353 0 0 8.30172 0 0 1.30898e+48 0 0
18 4.87353 0 0 8.30172 0 0 1.35443e+48 0 0
19 4.87353 0 0 8.30172 0 0 1.40159e+48 0 0
20 4.87353 0 0 8.30172 0 0 1.45055e+48 0 0
21 4.87353 0 0 8.30172 0 0 1.50138e+48 0 0
22 4.87353 0 0 8.30172 0 0 1.55415e+48 0 0
23 4.87353 0 0 8.30172 0 0 1.60896e+48 0 0
24 4.87353 0 0 8.30172 0 0 1.6659e+48 0 0
25 4.87353 0 0 8.30172 0 0 1.72504e+48 0 0
26 4.87353 0 0 8.30172 0 0 1.7865e+48 0 0
27 4.87353 0 0 8.30172 0 0 1.85037e+48 0 0
28 4.87353 0 0 8.30172 0 0 1.91676e+48 0 0
29 4.87353 0 0 8.30172 0 0 1.98578e+48 0 0
30 4.87353 0 0 8.30172 0 0 2.05756e+48 0 0
31 4.87353 0 0 8.30172 0 0 2.1322e+48 0 0
