0 -0.019 3.03585e-05
1 -0.0189692 3.12942e-05
2 -0.0189374 3.22588e-05
3 -0.0189047 3.32531e-05
4 -0.0188709 3.42781e-05
5 -0.0188361 3.53346e-05
6 -0.0188002 3.64237e-05
7 -0.0187632 3.75464e-05
8 -0.0187251 3.87037e-05
9 -0.0186858 3.98967e-05
10 -0.0186453 4.11264e-05
11 -0.0186036 4.2394e-05
12 -0.0185605 4.37007e-05
13 -0.0185161 4.50477e-05
14 -0.0184704 4.64362e-05
15 -0.0184233 4.78675e-05
16 -0.0183747 4.93429e-05
17 -0.0183246 5.08638e-05
18 -0.0182729 5.24315e-05
19 -0.0182197 5.40476e-05
20 -0.0181648 5.57135e-05
21 -0.0181082 5.74308e-05
22 -0.0180499 5.9201e-05
23 -0.0179898 6.10257e-05
24 -0.0179279 6.29067e-05
25 -0.017864 6.48456e-05
26 -0.0177982 6.68444e-05
27 -0.0177303 6.89047e-05
28 -0.0176603 7.10285e-05
29 -0.0175882 7.32178e-05
30 -0.0175139 7.54746e-05
31 -0.0174373 7.7801e-05
32 -0.0173583 8.0199e-05
33 -0.0172768 8.2671e-05
34 -0.0171929 8.52191e-05
35 -0.0171064 8.78458e-05
36 -0.0170172 9.05535e-05
37 -0.0169253 9.33446e-05
38 -0.0168305 9.62217e-05
39 -0.0167328 9.91875e-05
40 -0.0166321 0.000102245
41 -0.0165283 0.000105396
42 -0.0164213 0.000108645
43 -0.016311 0.000111994
44 -0.0161973 0.000115446
45 -0.01608 0.000119004
46 -0.0159592 0.000122672
47 -0.0158347 0.000126453
48 -0.0157063 0.000130351
49 -0.0155739 0.000134368
50 -0.0154375 0.00013851
51 -0.0152969 0.000142779
52 -0.0151519 0.00014718
53 -0.0150025 0.000151717
54 -0.0148485 0.000156393
55 -0.0146897 0.000161214
56 -0.014526 0.000166183
57 -0.0143573 0.000171305
58 -0.0141833 0.000176585
59 -0.0140041 0.000182028
60 -0.0138192 0.000187638
61 -0.0136287 0.000193422
62 -0.0134324 0.000199384
63 -0.0132299 0.000205529
64 -0.0130213 0.000211864
65 -0.0128061 0.000218394
66 -0.0125844 0.000225126
67 -0.0123558 0.000232065
68 -0.0121202 0.000239218
69 -0.0118774 0.000246591
70 -0.011627 0.000254192
71 -0.0113689 0.000262027
72 -0.0111029 0.000270103
73 -0.0108286 0.000278429
74 -0.010546 0.000287011
75 -0.0102546 0.000295857
76 -0.00995417 0.000304976
77 -0.00964453 0.000314376
78 -0.00932535 0.000324066
79 -0.00899633 0.000334055
80 -0.00865716 0.000344352
81 -0.00830754 0.000354965
82 -0.00794715 0.000365906
83 -0.00757565 0.000377185
84 -0.00719269 0.000388811
85 -0.00679794 0.000400795
86 -0.00639101 0.000413148
87 -0.00597154 0.000425883
88 -0.00553915 0.00043901
89 -0.00509342 0.000452541
90 -0.00463396 0.00046649
91 -0.00416034 0.000480868
92 -0.00367211 0.00049569
93 -0.00316884 0.000510969
94 -0.00265006 0.000526718
95 -0.00211528 0.000542953
96 -0.00156403 0.000559688
97 -0.000995777 0.00057694
98 -0.000410014 0.000594723
99 0.000193805 0.000613054
100 0.000816235 0.00063195
101 0.00145785 0.000651428
102 0.00211924 0.000671507
103 0.00280102 0.000692205
104 0.00350381 0.00071354
105 0.00422826 0.000735534
106 0.00497505 0.000758205
107 0.00574485 0.000781575
108 0.00653838 0.000805665
109 0.00735636 0.000830498
110 0.00819956 0.000856096
111 0.00906875 0.000882484
112 0.00996473 0.000909684
113 0.0108883 0.000937723
114 0.0118404 0.000966627
115 0.0128218 0.000996421
116 0.0138335 0.00102713
117 0.0148763 0.00105879
118 0.0159513 0.00109143
119 0.0170594 0.00112507
120 0.0182017 0.00115975
121 0.0193792 0.00119549
122 0.020593 0.00123234
123 0.0218441 0.00127033
